listed_species,prey_diet_binomial,prey_diet_binomial_updates,order_listed,class_listed,family_listed,order_prey,class_prey,family_prey
Haliaeetus leucocephalus,Mimus polyglottos,Mimus polyglottos,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Mimidae
Haliaeetus leucocephalus,Morone mississippiensis,Morone mississippiensis,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Moronidae
Haliaeetus leucocephalus,Neotoma lepida,Neotoma lepida,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Otospermophilus variegatus,Otospermophilus variegatus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Peromyscus maniculatus,Peromyscus maniculatus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Pylodictis olivaris,Pylodictis olivaris,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Quiscalus mexicanus,Quiscalus mexicanus,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Icteridae
Haliaeetus leucocephalus,Sceloporus occidentalis,Sceloporus occidentalis,Accipitriformes,Aves,Accipitridae,Squamata,Squamata,Phrynosomatidae
Haliaeetus leucocephalus,Sylvilagus audubonii,Sylvilagus audubonii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Tachycineta thalassina,Tachycineta thalassina,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Hirundinidae
Haliaeetus leucocephalus,Zenaida asiatica,Zenaida asiatica,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Zenaida macroura,Zenaida macroura,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Cerorhinca monocerata,Cerorhinca monocerata,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Bubulcus ibis,Bubulcus ibis,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Sus scrofa,Sus scrofa,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Suidae
Haliaeetus leucocephalus,Aix sponsa,Aix sponsa,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas acuta,Anas acuta,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas strepera,Anas strepera,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser albifrons,Anser albifrons,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser caerulescens,Chen caerulescens,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Apalone spinifera,Apalone spinifera,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Trionychidae
Haliaeetus leucocephalus,Aythya americana,Aythya americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Botaurus lentiginosus,Botaurus lentiginosus,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Circus hudsonius,Circus cyaneus,Accipitriformes,Aves,Accipitridae,Accipitriformes,Aves,Accipitridae
Haliaeetus leucocephalus,Colaptes auratus,Colaptes auratus,Accipitriformes,Aves,Accipitridae,Piciformes,Aves,Picidae
Haliaeetus leucocephalus,Colinus virginanus,Colinus virginianus,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Odontophoridae
Haliaeetus leucocephalus,Dasypus novemcinctus,Dasypus novemcinctus,Accipitriformes,Aves,Accipitridae,Cingulata,Mammalia,Dasypodidae
Haliaeetus leucocephalus,Dendrocygna autumnalis,Dendrocygna autumnalis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Didelphis virginiana,Didelphis virginiana,Accipitriformes,Aves,Accipitridae,Didelphimorphia,Mammalia,Didelphidae
Haliaeetus leucocephalus,Dorosoma cepedianum,Dorosoma cepedianum,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Eudocimus albus,Eudocimus albus,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Threskiornithidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Geomys bursarius,Geomys bursarius,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Geomyidae
Haliaeetus leucocephalus,Graptemys pseudogeographica kohni,Graptemys pseudogeographica kohni,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Emydidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Lepisosteus osseus,Lepisosteus osseus,Accipitriformes,Aves,Accipitridae,Lepisosteiformes,Holostei,Lepisosteidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Mareca americana,Anas americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Mephitis mephitis,Mephitis mephitis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mephitidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Molothrus ater,Molothrus ater,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Icteridae
Haliaeetus leucocephalus,Morone saxatilis,Morone saxatilis,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Moronidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Noturus gyrinus,Noturus gyrinus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Pomoxis annularis,Pomoxis annularis,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Sciurus niger,Sciurus niger,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Sigmodon hispidus,Sigmodon hispidus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Spatula clypeata,Anas clypeata,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Spatula discors,Anas discors,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Sternotherus carinatus,Sternotherus carinatus,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Kinosternidae
Haliaeetus leucocephalus,Sternotherus odoratus,Sternotherus odoratus,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Kinosternidae
Haliaeetus leucocephalus,Sturnella magna,Sturnella magna,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Icteridae
Haliaeetus leucocephalus,Sylvilagus aquaticus,Sylvilagus aquaticus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Sylvilagus floridanus,Sylvilagus floridanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Terrapene ornata,Terrapene ornata,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Emydidae
Haliaeetus leucocephalus,Trachemys scripta,Trachemys scripta,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Emydidae
Haliaeetus leucocephalus,Anser rossii,Chen rossii,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta hutchinsii minima,Branta hutchinsii minima,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Ovis aries,Ovis aries,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Phasianus colchicus,Phasianus colchicus,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Aechmophorus clarkii,Aechmophorus clarkii,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Ameiurus melas,Ameiurus melas,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser albifrons,Anser albifrons,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aplodontia rufo,Aplodontia rufa,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Aplodontiidae
Haliaeetus leucocephalus,Ardea herodias,Ardea herodias,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Bucephala clangula,Bucephala clangula,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Cygnus columbianus,Cygnus columbianus,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Hysterocarpus traski,Hysterocarpus traskii,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Embiotocidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepomis cyanellus,Lepomis cyanellus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Marmota flaviventris,Marmota flaviventris,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Megascops kennicottii,Megascops kennicottii,Accipitriformes,Aves,Accipitridae,Strigiformes,Aves,Strigidae
Haliaeetus leucocephalus,Mephitis mephitis,Mephitis mephitis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mephitidae
Haliaeetus leucocephalus,Mergus merganser,Mergus merganser,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Mylopharodon conocephalus,Mylopharodon conocephalus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Oxyura jamaicensis,Oxyura jamaicensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Pomoxis annularis,Pomoxis annularis,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Ptychocheilus grandis,Ptychocheilus grandis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Sciurus griseus,Sciurus griseus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Sciurus niger,Sciurus niger,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Siphateles bicolor,Siphateles bicolor,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Spatula clypeata,Anas clypeata,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Sylvilagus audubonii,Sylvilagus audubonii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Ovis aries,Ovis aries,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas strepera,Anas strepera,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya americana,Aythya americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Bombycilla garrulus,Bombycilla garrulus,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Bombycillidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Callospermophilus lateralis,Callospermophilus lateralis,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Colaptes auratus,Colaptes auratus,Accipitriformes,Aves,Accipitridae,Piciformes,Aves,Picidae
Haliaeetus leucocephalus,Cynomys gunnisoni,Cynomys gunnisoni,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Cynomys leucurus,Cynomys leucurus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Esox lucius,Esox lucius,Accipitriformes,Aves,Accipitridae,Esociformes,Teleostei,Esocidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Larus pipixcan,Leucophaeus pipixcan,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepomis cyanellus,Lepomis cyanellus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Lepus americanus,Lepus americanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Lepus townsendii,Lepus townsendii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Megaceryle alcyon,Megaceryle alcyon,Accipitriformes,Aves,Accipitridae,Coraciiformes,Aves,Alcedinidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Peromyscus maniculatus,Peromyscus maniculatus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Sylvilagus audubonii,Sylvilagus audubonii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Phasianus colchicus,Phasianus colchicus,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Bucephala albeola,Bucephala albeola,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Carpiodes carpio,Carpiodes carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Corvus brachyrhynchos,Corvus brachyrhynchos,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Didelphis virginiana,Didelphis virginiana,Accipitriformes,Aves,Accipitridae,Didelphimorphia,Mammalia,Didelphidae
Haliaeetus leucocephalus,Dorosoma cepedianum,Dorosoma cepedianum,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Meleagris gallopavo,Meleagris gallopavo,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Mergus merganser,Mergus merganser,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Micropterus punctulatus,Micropterus punctulatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Microtus californicus,Microtus californicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Moxostoma macrolepidotum,Moxostoma macrolepidotum,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Sander vitreus,Sander vitreus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Percidae
Haliaeetus leucocephalus,Sciurus niger,Sciurus niger,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Sylvilagus floridanus,Sylvilagus floridanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Acipenser transmontanus,Acipenser transmontanus,Accipitriformes,Aves,Accipitridae,Acipenseriformes,Chondrostei,Acipenseridae
Haliaeetus leucocephalus,Aechmophorus occidentalis,Aechmophorus occidentalis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Alosa sapidissima,Alosa sapidissima,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya collaris,Aythya collaris,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Catostomus macrocheilus,Catostomus macrocheilus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Cymatogaster aggregata,Cymatogaster aggregata,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Embiotocidae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Mareca americana,Anas americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Microgadus proximus,Microgadus proximus,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Gadidae
Haliaeetus leucocephalus,Mylocheilus caurinus,Mylocheilus caurinus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Perca flavescens,Perca flavescens,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Percidae
Haliaeetus leucocephalus,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Sylvilagus bachmani,Sylvilagus bachmani,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Uria aalge,Uria aalge,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Urile penicillatus,Urile penicillatus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Alepisaurus ferox,Alepisaurus ferox,Accipitriformes,Aves,Accipitridae,Aulopiformes,Teleostei,Alepisauridae
Haliaeetus leucocephalus,Catostomus commersonnii,Catostomus commersonii,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Larus argentatus,Larus argentatus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepus americanus,Lepus americanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Lota lota,Lota lota,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Lotidae
Haliaeetus leucocephalus,Odocoileus virginianus,Odocoileus virginianus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Prosopium cylindrecem,Prosopium cylindraceum,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Ambystoma californiense,Aphis nerii,Aphis nerii,Caudata,Amphibia,Ambystomatidae,Hemiptera,Insecta,Aphididae
Ambystoma californiense,Grandidierella japonica,Grandidierella japonica,Caudata,Amphibia,Ambystomatidae,Amphipoda,Malacostraca,Aoridae
Ambystoma californiense,Radix auricularia,Radix auricularia,Caudata,Amphibia,Ambystomatidae,Basommatophora,Gastropoda,Lymnaeidae
Ambystoma californiense,Alonella excisa,Alonella excisa,Caudata,Amphibia,Ambystomatidae,Diplostraca,Branchiopoda,Chydoridae
Ambystoma californiense,Anaxyrus boreas,Anaxyrus boreas,Caudata,Amphibia,Ambystomatidae,Anura,Amphibia,Bufonidae
Ambystoma californiense,Bactericera cockerelli,Bactericera cockerelli,Caudata,Amphibia,Ambystomatidae,Hemiptera,Insecta,Triozidae
Ambystoma californiense,Baetis tricaudatus,Baetis tricaudatus,Caudata,Amphibia,Ambystomatidae,Ephemeroptera,Insecta,Baetidae
Ambystoma californiense,Chaoborus punctipennis,Chaoborus punctipennis,Caudata,Amphibia,Ambystomatidae,Diptera,Insecta,Chaoboridae
